,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags,tag
384,384,12,at,O,IN,O
385,385,12,a,O,DT,O
386,386,12,great,O,JJ,O
387,387,12,distance,O,NN,O
388,388,12,seemed,O,VBD,O
389,389,12,to,O,TO,O
390,390,12,embrace,O,VB,O
391,391,12,the,O,DT,O
392,392,12,trees,O,NNS,O
393,393,12,with,O,IN,O
394,394,12,their,O,PRP$,O
395,395,12,arms,O,NNS,O
396,396,12,of,O,IN,O
397,397,12,coppery,O,NN,O
398,398,12,leaves,O,NNS,O
399,399,12,.,O,.,O
400,400,13,And,O,CC,O
401,401,13,at,O,IN,O
402,402,13,that,O,DT,O
403,403,13,moment,O,NN,O
404,404,13,",",O,",",O
405,405,13,a,O,DT,O
406,406,13,violent,O,JJ,O
407,407,13,wind,O,NN,O
408,408,13,began,O,VBD,O
409,409,13,to,O,TO,O
410,410,13,blow,O,VB,O
411,411,13,",",O,",",O
412,412,13,and,O,CC,O
413,413,13,the,O,DT,O
414,414,13,sky,O,NN,O
415,415,13,became,O,VBD,O
416,416,13,darkened,O,VBN,O
417,417,13,with,O,IN,O
418,418,13,the,O,DT,O
419,419,13,dust,O,NN,O
420,420,13,that,O,WDT,O
421,421,13,covered,O,VBD,O
422,422,13,it,O,PRP,O
423,423,13,.,O,.,O
424,424,14,And,O,CC,O
425,425,14,as,O,IN,O
426,426,14,grief,O,NN,O
427,427,14,is,O,VBZ,O
428,428,14,the,O,DT,O
429,429,14,greatest,O,JJS,O
430,430,14,enemy,O,NN,O
431,431,14,of,O,IN,O
432,432,14,the,O,DT,O
433,433,14,object,O,NN,O
434,434,14,of,O,IN,O
435,435,14,the,O,DT,O
436,436,14,five,O,CD,O
437,437,14,senses,O,NNS,O
438,438,14,",",O,",",O
439,439,14,even,O,RB,O
440,440,14,so,O,RB,O
441,441,14,appeared,O,JJ,O
442,442,14,before,O,IN,O
443,443,14,the,O,DT,O
444,444,14,Pandavas,B-COMMUNITY,NNP,O
445,445,14,that,O,WDT,O
446,446,14,unknown,O,JJ,O
447,447,14,foe,O,NN,O
448,448,14,of,O,IN,O
449,449,14,theirs,O,NNS,O
450,450,14,.,O,.,O
451,451,15,And,O,CC,O
452,452,15,beholding,O,VBG,O
453,453,15,the,O,DT,O
454,454,15,Pandavas,B-COMMUNITY,NNP,O
455,455,15,from,O,IN,O
456,456,15,a,O,DT,O
457,457,15,distance,O,NN,O
458,458,15,clad,O,NN,O
459,459,15,in,O,IN,O
460,460,15,black,O,JJ,O
461,461,15,deer-skins,O,NNS,O
462,462,15,",",O,",",O
463,463,15,the,O,DT,O
464,464,15,Rakshasa,B-COMMUNITY,NNP,O
465,465,15,obstructed,O,VBD,O
466,466,15,their,O,PRP$,O
467,467,15,passage,O,NN,O
468,468,15,through,O,IN,O
469,469,15,the,O,DT,O
470,470,15,forest,O,JJS,O
471,471,15,even,O,RB,O
472,472,15,like,O,IN,O
473,473,15,the,O,DT,O
474,474,15,Mainaka,B-PLACE,NNP,O
475,475,15,mountain,O,NN,O
476,476,15,.,O,.,O
477,477,16,And,O,CC,O
478,478,16,at,O,IN,O
479,479,16,the,O,DT,O
480,480,16,sight,O,NN,O
481,481,16,of,O,IN,O
482,482,16,him,O,PRP,O
483,483,16,never,O,RB,O
484,484,16,seen,O,VBN,O
485,485,16,before,O,IN,O
486,486,16,the,O,DT,O
487,487,16,lotus-eyed,O,JJ,O
488,488,16,Krishna,B-PER,NNP,O
489,489,16,",",O,",",O
490,490,16,agitated,O,VBD,O
491,491,16,with,O,IN,O
492,492,16,fear,O,NN,O
493,493,16,",",O,",",O
494,494,16,closed,O,VBD,O
495,495,16,her,O,PRP$,O
496,496,16,eyes,O,NNS,O
497,497,16,.,O,.,O
498,498,17,And,O,CC,O
499,499,17,she,O,PRP,O
500,500,17,whose,O,WP$,O
501,501,17,braids,O,NNS,O
502,502,17,had,O,VBD,O
503,503,17,been,O,VBN,O
504,504,17,dishevelled,O,VBN,O
505,505,17,by,O,IN,O
506,506,17,the,O,DT,O
507,507,17,hand,O,NN,O
508,508,17,of,O,IN,O
509,509,17,Dussasana,B-PER,NNP,O
510,510,17,",",O,",",O
511,511,17,stationed,O,VBD,O
512,512,17,in,O,IN,O
513,513,17,the,O,DT,O
514,514,17,midst,O,NN,O
515,515,17,of,O,IN,O
516,516,17,the,O,DT,O
517,517,17,five,O,CD,O
518,518,17,Pandavas,B-COMMUNITY,NNP,O
519,519,17,",",O,",",O
520,520,17,looked,O,VBD,O
521,521,17,like,O,IN,O
522,522,17,a,O,DT,O
523,523,17,stream,O,NN,O
524,524,17,chafing,O,VBG,O
525,525,17,amid,O,IN,O
526,526,17,five,O,CD,O
527,527,17,hills,O,NNS,O
528,528,17,.,O,.,O
529,529,18,And,O,CC,O
530,530,18,seeing,O,VBG,O
531,531,18,her,O,PRP$,O
532,532,18,overwhelmed,O,JJ,O
533,533,18,with,O,IN,O
534,534,18,fear,O,NN,O
535,535,18,the,O,DT,O
536,536,18,five,O,CD,O
537,537,18,Pandavas,B-COMMUNITY,NNP,O
538,538,18,supported,O,VBD,O
539,539,18,her,O,PRP,O
540,540,18,as,O,IN,O
541,541,18,the,O,DT,O
542,542,18,five,O,CD,O
543,543,18,senses,O,NNS,O
544,544,18,influenced,O,VBN,O
545,545,18,by,O,IN,O
546,546,18,desire,O,NN,O
547,547,18,adhere,O,RB,O
548,548,18,to,O,TO,O
549,549,18,the,O,DT,O
550,550,18,pleasures,O,NNS,O
551,551,18,relating,O,VBG,O
552,552,18,to,O,TO,O
553,553,18,their,O,PRP$,O
554,554,18,objects,O,NNS,O
555,555,18,.,O,.,O
556,556,19,And,O,CC,O
557,557,19,Dhaumya,B-PER,NNP,O
558,558,19,of,O,IN,O
559,559,19,great,O,JJ,O
560,560,19,(,O,(,O
561,561,19,ascetic,O,JJ,O
562,562,19,),O,),O
563,563,19,energy,O,NN,O
564,564,19,",",O,",",O
565,565,19,in,O,IN,O
566,566,19,the,O,DT,O
567,567,19,presence,O,NN,O
568,568,19,of,O,IN,O
569,569,19,the,O,DT,O
570,570,19,sons,O,NNS,O
571,571,19,of,O,IN,O
572,572,19,Pandu,B-PER,NNP,O
573,573,19,",",O,",",O
574,574,19,destroyed,O,VBD,O
575,575,19,the,O,DT,O
576,576,19,fearful,O,JJ,O
577,577,19,illusion,O,NN,O
578,578,19,that,O,WDT,O
579,579,19,had,O,VBD,O
580,580,19,been,O,VBN,O
581,581,19,spread,O,VBN,O
582,582,19,by,O,IN,O
583,583,19,the,O,DT,O
584,584,19,Rakshasa,B-COMMUNITY,NNP,O
585,585,19,",",O,",",O
586,586,19,by,O,IN,O
587,587,19,applying,O,VBG,O
588,588,19,various,O,JJ,O
589,589,19,mantras,O,NNS,O
590,590,19,",",O,",",O
591,591,19,calculated,O,VBD,O
592,592,19,to,O,TO,O
593,593,19,destroy,O,VB,O
594,594,19,the,O,DT,O
595,595,19,Rakshasa,B-COMMUNITY,NNP,O
596,596,19,.,O,.,O
597,597,20,And,O,CC,O
598,598,20,beholding,O,VBG,O
599,599,20,his,O,PRP$,O
600,600,20,illusion,O,NN,O
601,601,20,dispelled,O,VBD,O
602,602,20,",",O,",",O
603,603,20,the,O,DT,O
604,604,20,mighty,O,NN,O
605,605,20,Rakshasa,B-COMMUNITY,NNP,O
606,606,20,of,O,IN,O
607,607,20,crooked,O,JJ,O
608,608,20,ways,O,NNS,O
609,609,20,",",O,",",O
610,610,20,capable,O,JJ,O
611,611,20,of,O,IN,O
612,612,20,assuming,O,VBG,O
613,613,20,any,O,DT,O
614,614,20,form,O,NN,O
615,615,20,at,O,IN,O
616,616,20,will,O,MD,O
617,617,20,",",O,",",O
618,618,20,expanded,O,VBD,O
619,619,20,his,O,PRP$,O
620,620,20,eyes,O,NNS,O
621,621,20,in,O,IN,O
622,622,20,wrath,O,NN,O
623,623,20,and,O,CC,O
624,624,20,seemed,O,VBD,O
625,625,20,like,O,IN,O
626,626,20,death,O,NN,O
627,627,20,himself,O,PRP,O
628,628,20,.,O,.,O
629,629,21,Then,O,RB,O
630,630,21,king,O,VBG,O
631,631,21,Yudhishthira,B-PER,NNP,O
632,632,21,",",O,",",O
633,633,21,endued,O,VBN,O
634,634,21,with,O,IN,O
635,635,21,great,O,JJ,O
636,636,21,wisdom,O,NN,O
637,637,21,",",O,",",O
638,638,21,addressed,O,VBD,O
639,639,21,him,O,PRP,O
640,640,21,saying,O,VBG,O
641,641,21,",",O,",",O
642,642,21,'Who,O,'',O
643,643,21,art,O,VBP,O
644,644,21,thou,O,NN,O
645,645,21,",",O,",",O
646,646,21,and,O,CC,O
647,647,21,whose,O,WP$,O
648,648,21,(,O,(,O
649,649,21,son,O,NN,O
650,650,21,),O,),O
651,651,21,?,O,.,O
652,652,22,Tell,O,VB,O
653,653,22,us,O,PRP,O
654,654,22,what,O,WDT,O
655,655,22,we,O,PRP,O
656,656,22,should,O,MD,O
657,657,22,do,O,VB,O
658,658,22,for,O,IN,O
659,659,22,thee,O,NN,O
660,660,22,.,O,.,O
661,661,22,',O,'',O
662,662,23,The,O,DT,O
663,663,23,Rakshasa,B-COMMUNITY,NNP,O
664,664,23,thus,O,RB,O
665,665,23,addressed,O,VBD,O
666,666,23,",",O,",",O
667,667,23,answered,O,VBD,O
668,668,23,Yudhishthira,B-PER,NNP,O
669,669,23,the,O,DT,O
670,670,23,just,O,RB,O
671,671,23,",",O,",",O
672,672,23,saying,O,VBG,O
673,673,23,",",O,",",O
674,674,23,'I,O,'',O
675,675,23,am,O,VBP,O
676,676,23,the,O,DT,O
677,677,23,brother,O,NN,O
678,678,23,of,O,IN,O
679,679,23,Vaka,O,NNP,O
680,680,23,",",O,",",O
681,681,23,the,O,DT,O
682,682,23,celebrated,O,JJ,O
683,683,23,Kirmira,O,NNP,O
684,684,23,.,O,.,O
685,685,24,I,O,PRP,O
686,686,24,live,O,VBP,O
687,687,24,at,O,IN,O
688,688,24,ease,O,NN,O
689,689,24,in,O,IN,O
690,690,24,these,O,DT,O
691,691,24,deserted,O,VBN,O
692,692,24,woods,O,NNS,O
693,693,24,of,O,IN,O
694,694,24,Kamyaka,B-PLACE,NNP,O
695,695,24,",",O,",",O
696,696,24,daily,O,RB,O
697,697,24,procuring,O,VBG,O
698,698,24,my,O,PRP$,O
699,699,24,food,O,NN,O
700,700,24,by,O,IN,O
701,701,24,vanquishing,O,VBG,O
702,702,24,men,O,NNS,O
703,703,24,in,O,IN,O
704,704,24,fight,O,NN,O
705,705,24,.,O,.,O
706,706,25,Who,O,WP,O
707,707,25,are,O,VBP,O
708,708,25,ye,O,NNS,O
709,709,25,that,O,WDT,O
710,710,25,have,O,VBP,O
711,711,25,come,O,VBN,O
712,712,25,near,O,IN,O
713,713,25,me,O,PRP,O
714,714,25,in,O,IN,O
715,715,25,the,O,DT,O
716,716,25,shape,O,NN,O
717,717,25,of,O,IN,O
718,718,25,my,O,PRP$,O
719,719,25,food,O,NN,O
720,720,25,?,O,.,O
721,721,26,Defeating,O,VBG,O
722,722,26,ye,O,PRP,O
723,723,26,all,O,DT,O
724,724,26,in,O,IN,O
725,725,26,fight,O,NN,O
726,726,26,",",O,",",O
727,727,26,I,O,PRP,O
728,728,26,will,O,MD,O
729,729,26,eat,O,VB,O
730,730,26,ye,O,NNS,O
731,731,26,with,O,IN,O
732,732,26,pleasure,O,NN,O
733,733,26,.,O,.,O
734,734,26,',O,'',O
735,735,27,``,O,``,O
736,736,27,Vaisampayana,B-PER,NNP,O
737,737,27,continued,O,VBD,O
738,738,27,",",O,",",O
739,739,27,'O,O,'',O
740,740,27,Bharata,B-PER,NNP,O
741,741,27,",",O,",",O
742,742,27,hearing,O,VBG,O
743,743,27,these,O,DT,O
744,744,27,words,O,NNS,O
745,745,27,of,O,IN,O
746,746,27,the,O,DT,O
747,747,27,wretch,O,NN,O
748,748,27,",",O,",",O
749,749,27,Yudhishthira,B-PER,NNP,O
750,750,27,announced,O,VBD,O
751,751,27,his,O,PRP$,O
752,752,27,own,O,JJ,O
753,753,27,name,O,NN,O
754,754,27,and,O,CC,O
755,755,27,lineage,O,NN,O
756,756,27,",",O,",",O
757,757,27,saying,O,VBG,O
758,758,27,",",O,",",O
759,759,27,'I,O,'',O
760,760,27,am,O,VBP,O
761,761,27,king,O,VBG,O
762,762,27,Yudhishthira,B-PER,NNP,O
763,763,27,the,O,DT,O
764,764,27,just,O,RB,O
765,765,27,",",O,",",O
766,766,27,the,O,DT,O
767,767,27,son,O,NN,O
768,768,27,of,O,IN,O
769,769,27,Pandu,B-PER,NNP,O
770,770,27,",",O,",",O
771,771,27,of,O,IN,O
772,772,27,whom,O,WP,O
773,773,27,thou,O,JJ,O
774,774,27,mayst,O,NN,O
775,775,27,have,O,VBP,O
776,776,27,heard,O,VBN,O
777,777,27,.,O,.,O
778,778,28,Deprived,O,VBN,O
779,779,28,of,O,IN,O
780,780,28,my,O,PRP$,O
781,781,28,kingdom,O,NN,O
782,782,28,",",O,",",O
783,783,28,I,O,PRP,O
784,784,28,have,O,VBP,O
785,785,28,with,O,IN,O
786,786,28,my,O,PRP$,O
787,787,28,brothers,O,NNS,O
788,788,28,Bhimasena,B-PER,NNP,O
789,789,28,and,O,CC,O
790,790,28,Arjuna,B-PER,NNP,O
791,791,28,and,O,CC,O
792,792,28,the,O,DT,O
793,793,28,others,O,NNS,O
794,794,28,",",O,",",O
795,795,28,in,O,IN,O
796,796,28,course,O,NN,O
797,797,28,of,O,IN,O
798,798,28,my,O,PRP$,O
799,799,28,wanderings,O,NNS,O
800,800,28,",",O,",",O
801,801,28,come,O,VB,O
802,802,28,into,O,IN,O
803,803,28,this,O,DT,O
804,804,28,terrible,O,JJ,O
805,805,28,forest,O,NN,O
806,806,28,which,O,WDT,O
807,807,28,is,O,VBZ,O
808,808,28,thy,O,JJ,O
809,809,28,dominion,O,NN,O
810,810,28,",",O,",",O
811,811,28,desirous,O,JJ,O
812,812,28,of,O,IN,O
813,813,28,passing,O,VBG,O
814,814,28,my,O,PRP$,O
815,815,28,period,O,NN,O
816,816,28,of,O,IN,O
817,817,28,exile,O,NN,O
818,818,28,here,O,RB,O
819,819,28,!,O,.,O
820,820,28,',O,'',O
821,821,29,``,O,``,O
822,822,29,Vidura,B-PER,NNP,O
823,823,29,continued,O,VBD,O
824,824,29,",",O,",",O
825,825,29,'Kirmira,B-PER,NNP,O
826,826,29,said,O,VBD,O
827,827,29,unto,O,JJ,O
828,828,29,Yudhishthira,B-PER,NNP,O
829,829,29,",",O,",",O
830,830,29,'By,O,'',O
831,831,29,good,O,JJ,O
832,832,29,luck,O,NN,O
833,833,29,it,O,PRP,O
834,834,29,is,O,VBZ,O
835,835,29,that,O,IN,O
836,836,29,fate,O,JJ,O
837,837,29,hath,O,NN,O
838,838,29,accomplished,O,VBN,O
839,839,29,today,O,NN,O
840,840,29,my,O,PRP$,O
841,841,29,long-accomplished,O,JJ,O
842,842,29,desire,O,NN,O
843,843,29,!,O,.,O
844,844,30,With,O,IN,O
845,845,30,weapons,O,NNS,O
846,846,30,upraised,O,JJ,O
847,847,30,have,O,VBP,O
848,848,30,I,O,PRP,O
849,849,30,been,O,VBN,O
850,850,30,continually,O,RB,O
851,851,30,ranging,O,VBG,O
852,852,30,the,O,DT,O
